Quality	#1 ID	#2 ID	#1 String	#2 String
1	3118600	3118635	telephone survey margin error 2 percentage point	poll conducted oct 24 nov 2 margin error 2 percentage point
1	1673112	1673068	united issued statement saying work professionally cooperatively union	senior vice president sara field said airline work professionally cooperatively union
1	3127902	3127435	tonight 21yearold morgan many 1200 fellow student wheaton college gather gym first real dance school 143year history	many 1200 student wheaton college gather gym friday night first real dance christian school 143year history
0	770718	770731	body former invercargill man warren campbell 32 climbing companion jonathan smith 47 recovered mt darchiac late yesterday morning	warren david campbell 32 climbing companion jonathan smith 47 return expected tuesday climbing mt darchiac mckenzie district
0	2654770	2654751	2001 president bush named kathy gregg student loan marketing association board director	2001 president bush named student loan marketing association largest u lender student
1	1093844	1093616	beckham receive yearly salary 10 million plus bonus earning 220000 game	beckham pocket weekly salary 213000 earn 10 million year plus bonus
0	1722079	1721812	death rollover crash accounted 82 percent number traffic death 2002 agency say	fatality rollover crash accounted 82 percent increase 2002 nhtsa said
0	1545909	1546212	week tour take bush senegal south africa botswana uganda nigeria aimed softening warrior image home abroad	first trip subsaharan africa president mr bush visit senegal south africa botswana uganda nigeria returning home saturday
0	126769	126737	executive recruiter say finding seasoned chief merchandising officer perhaps trickiest hire dearth good one	executive recruiter say finding seasoned chief merchandising officer perhaps trickiest hire
1	3142048	3142198	sent message nation new louisiana told victory party new orleans	sent new message nation — new louisiana
0	2609476	2609428	five human case west nile virus reported mesa county health department wednesday	week 103 human west nile case 45 county reported health department
1	967485	967554	said operation began monday part continued effort eradicate baath party loyalist paramilitary group subversive element	statement allied command said raid part continued effort eradicate baath party loyalist paramilitary group subversive element
0	229207	229298	nbc probably end season second popular network behind cbs although first among key 18to 49yearold demographic	nbc probably end season second mostpopular network behind cbs first among key 18to49yearold demographic
1	2357324	2357271	never climb pot beer	never climb beer
0	1438120	1437645	europe france cac40 rose 06 percent britain ftse 100 slipped 002 percent germany dax index advanced 08 percent	afternoon trading europe france cac40 fell 16 percent britain ftse 100 dropped 12 percent germany dax index lost 19 percent
0	1378077	1378273	advancing issue outnumbered decliners 8 5 new york stock exchange	declining issue outnumbered advancer slightly 3 1 new york stock exchange
1	47037	47072	660 prisoner 42 country including canada held many captured war afghanistan alqaida network	660 prisoner 42 country held naval base guantanamo bay many captured war al qaeda afghanistan
1	1964547	1964856	beginning early stage lifethreatening treatable said news conference capitol	beginning early stage life threatening treatable bruno told state capitol news conference
1	1149319	1149377	oracle offer undervalues company best interest stockholder peoplesoft ceo craig conway said	oracle offer undervalues company best interest peoplesoft stockholder said peoplesoft president ceo craig conway statement
1	1591361	1591597	bryant surrendered authority friday posted 25000 bond	bryant presented authority last friday released posting 25000 bail
1	2568019	2567975	roberson bitten back scratched leg according mother shamika woumnm dorchester	bitten back scratched leg mother said
1	2375172	2375137	say information released tarot card left one shooting scene may prolonged spree cutting fragile communication sniper	say release tarot card left shooting scene may prolonged spree cutting fragile communication sniper
